6.249057931818000456e-07,1.071173526126678252e-02,9.965649469786970387e-07,2.859903918065023388e-07
2.326421778326963069e-06,2.222391675542750415e-06,1.233581300047619823e-02,2.512408808061600524e-06
1.491155229138584673e-06,1.510610832753071092e-02,8.193009106349420520e-06,1.781254548727957346e-06
8.344752035499042900e-06,2.081199492329137077e-02,1.242135749143241228e-06,1.008491489703618094e-06
1.118989457448934217e-05,2.950027668252342555e-02,1.048765066396541157e-05,1.417578214026064420e-06
4.120346736054290371e-05,4.309481868382012554e-02,1.524952246287478833e-05,1.918017944101807826e-06
4.999389316994364566e-05,1.244174600632141263e-04,6.150821480420136378e-02,5.602060235966211808e-05
4.089621853918244698e-05,6.473911466000629999e-02,6.458156907834095278e-05,4.125795887661858378e-05
5.703507177588268954e-08,3.382641161206123711e-07,1.123027514640723409e-06,1.060323474356325742e-02
2.936407097406758958e-06,1.706368717644552319e-07,5.113392463489262653e-07,1.211482984350517253e-02
3.596568891223743672e-07,4.527760805108179761e-06,2.331729641777737079e-06,1.519053151365350705e-02
5.735073535702463668e-06,5.679821924930110506e-06,7.067430281681714698e-07,2.054258441371085986e-02
6.075654771389312285e-07,2.432424460686259316e-06,2.779789955937436371e-02,2.849853950234770905e-06
5.820963085160985376e-05,1.401572686319482221e-04,4.730820240793821158e-02,1.481468002334001413e-05
3.955147103953506261e-05,1.024868760172992899e-04,6.945764713730279150e-02,2.716634700170623826e-06
9.367553406583753407e-05,2.511912263934477181e-04,7.848368409328909667e-02,9.671193201909696665e-05
1.706782871465008456e-10,7.818842363607401680e-11,2.478316623876247477e-03,2.203396890342250696e-10
5.880903260866344796e-10,1.609864378849085744e-10,7.268975021991784698e-03,1.793551970059463701e-09
3.719822362415054249e-10,9.001440394120251947e-11,6.555250655892273966e-03,1.012822069114788885e-09
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.983289854673697845e-09,1.664895250510509128e-02,3.322483839169444110e-08,5.400872037116217844e-05
4.768062516196709117e-06,4.661980898212022043e-05,3.901065710724704177e-02,1.078046619516433472e-04
2.200514689394129876e-04,8.124549212817681887e-02,3.045192209833411665e-04,1.129019860969145952e-04
9.626585141667545536e-04,1.010442118610270917e-01,9.368742702751704917e-04,4.453310141297658073e-04
5.628304394624538147e-11,7.173407866270351638e-12,2.334089538652617153e-11,1.416201953429650729e-03
8.303356278113062553e-11,1.610688992032160883e-11,4.625574534212503579e-03,3.239185064413205619e-11
9.186098400546239634e-11,5.679406484347589485e-11,5.831666784280161513e-11,4.870529990141423890e-03
3.400648981417204052e-12,7.219899800240966071e-07,7.855216226625168416e-08,4.068574584657442400e-03
8.450624898902981894e-03,1.735940597794438174e-09,1.950657324303570523e-09,5.228169240833663305e-10
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.443775236873943697e-04,3.745698402915040737e-04,1.037827944817663745e-01,6.182775730958810570e-04
1.826008465770056479e-03,1.644193132231458812e-03,1.408325444994935893e-01,1.019546199897936609e-03
2.320449434001460149e-12,2.422438179588349837e-13,5.762990952200691408e-13,7.201734726709114760e-04
2.168123832537995586e-12,2.056060982770509565e-13,1.322882874956144642e-12,1.839187153569000555e-03
8.194105705019531937e-12,9.216709501865248284e-14,1.027664371458172346e-03,3.891917936032874278e-13
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.925766706802494720e-10,8.469214023249691317e-03,7.835061121005690796e-08,9.293805346068005592e-09
3.706024682500689985e-09,3.550882633218258645e-07,3.023285188536895199e-06,2.805101611145044763e-02
1.514929943578367035e-05,7.369159934853022594e-04,9.873977025171014332e-02,2.377132118279002377e-04
4.318000132367988755e-03,5.588200419306960445e-03,2.039052642815027128e-01,2.522535395785210389e-03
5.570795894892922462e-06,1.407434703834413457e-15,4.657308996298239558e-14,1.335428546163911682e-14
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.985220924851890344e-20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.536400813724462685e-03,4.987022775360077088e-13,1.745325256721394079e-12,7.177748742486121083e-11
1.351398168277924339e-11,3.551127592481022985e-15,1.316343512355310552e-11,1.431807539462033312e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.044655534172888645e-02,3.164234269321763993e-01,1.694581839306352061e-02,2.967287721123280323e-03
1.084553055592711119e-15,2.554940405139923007e-18,1.669747027696838743e-12,3.880597191032516694e-17
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.923015467054834428e-18,0.000000000000000000e+00,1.387046571619511524e-37
5.478888153027033502e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.269914891945075531e-13,0.000000000000000000e+00,0.000000000000000000e+00,2.518571170829795410e-13
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.889672887404600765e-02,3.239756893235424401e-02,6.345950206267274574e-01,2.939735719966356676e-03
2.139437984187834539e-19,1.036055416754817279e-19,2.473813999772799571e-18,5.063788472555901593e-14
1.867130952186316025e-15,9.233293891436954776e-22,8.857749048868336601e-24,2.894045141815361503e-20
7.878452186436290793e-17,2.723924933255990113e-32,1.521802180398331102e-33,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
