1.701004577239319249e-01,1.686480188307531158e-01,1.685008686483593088e-01,1.635392066545240664e-01
1.059146354010064156e-01,1.048659362802828315e-01,9.336936178644163198e-02,1.560454750933046586e-01
1.595158905939906280e-01,1.543727403740526027e-01,1.522068907611432986e-01,1.449539960528065941e-01
9.365680779892275598e-02,8.774211028913658783e-02,8.637436176078641670e-02,1.391144894908615814e-01
1.942185434659319532e-01,1.717791877266087175e-01,1.435398543956533379e-01,1.182633571890138180e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.641255885664313074e-01,1.347092571808818917e-01,1.789991758180484727e-01,3.434623696030705831e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.620209888642049623e-01,2.005804455042602685e-01,1.999522640495642323e-01,2.524416890005946046e-01
2.882779585449719573e-01,3.616511264256053182e-01,3.019709502239794618e-01,2.359414083868927869e-01
3.914486497432151935e-01,3.406821726621486190e-01,2.693778786056060803e-01,1.847757379936458555e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.764682444618714596e-01,3.762527940142136318e-01,4.796773198291952034e-01,3.551396926980263657e-01
5.099748981362942635e-01,7.104966534248985388e-01,6.752353356404204865e-01,6.392282210487348904e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
